"","ID","First Name","Last Name","Team","Position","Price £m","TPts","B Pts","L3 Avg","% Owned","% OwnedTop 100","% OwnedTop 1000","averagePoints","GW Pts","G","SOT","BCC","Tck","A","YC","RC","PM","OG","SV","CS","GC","PPMs->","D","C","OS","PC%","I","B","FW","FM"
"","110735","Adam","Webster","Brighton and Hove Albion","DEF","2.5","39","8","0","0.1","","","2.2","0","0","1","0","19","0","3","0","0","1","0","2","25","","0","0","0","92","18","13","3","10"
"","231480","Santiago","Bueno","Wolverhampton Wanderers","DEF","2","39","6","0","0.1","","","2.3","0","0","2","0","21","1","2","0","0","0","0","1","27","","1","0","0","85","11","22","5","17"
"","39155","Adam","Lallana","Southampton","MID","2","38","1","0","0.1","","","1.3","0","0","2","2","12","1","3","0","0","0","0","0","0","","3","2","2","88","5","1","14","9"
"","55459","Aaron","Cresswell","West Ham United","DEF","2","38","3","0","0.6","","","2.1","0","1","1","1","9","0","3","0","0","0","0","2","16","","0","7","1","72","5","3","3","5"
"","225321","Aaron","Ramsdale","Arsenal","GK","3","38","0","0","0.8","","","3.8","0","0","0","1","0","0","0","0","0","0","19","3","11","","0","0","0","66","0","0","2","0"
"","429414","Sasa","Kalajdzic","Wolverhampton Wanderers","STR","2","38","0","0","0","","","2.9","0","3","3","3","8","1","2","0","0","0","0","0","0","","1","0","2","55","2","0","5","6"
"","474120","Julio","Enciso","Brighton and Hove Albion","MID","2.5","38","4","0","0.2","","","2.5","0","0","8","4","7","2","2","0","0","0","0","0","0","","21","2","1","71","0","0","15","8"
"","493250","Amad","Diallo","Manchester United","STR","2.5","37","4","0","1.3","","","3.1","0","2","5","1","13","1","1","1","0","0","0","0","0","","13","0","0","90","1","1","4","9"
"","209289","Emile","Smith Rowe","Fulham","MID","2.5","36","1","0","5.7","","","2","0","0","9","0","6","2","0","0","0","0","0","0","0","","4","1","0","89","5","1","3","6"
"","513418","Kevin","Schade","Brentford","MID","2","36","0","0","0","","","3","0","2","4","2","3","2","0","0","0","0","0","0","0","","4","3","2","55","1","0","7","10"
"","229600","Mark","Travers","Bournemouth","GK","1.5","35","0","0","0.1","","","5","0","0","0","0","0","0","0","0","0","0","22","3","8","","0","0","0","58","0","0","1","1"
"","167199","Thomas","Partey","Arsenal","MID","3","34","8","0","0.2","","","2.3","0","0","2","0","14","0","4","0","0","0","0","0","0","","9","2","0","83","11","3","6","11"
"","209042","Oliver","Skipp","Tottenham Hotspur","MID","1.5","34","1","0","0.1","","","1.4","0","0","1","0","21","0","4","0","0","0","0","0","0","","4","2","0","86","5","1","14","12"
"","438098","Fábio","Vieira","Arsenal","MID","2.5","33","2","0","0.1","","","2.2","0","1","2","2","3","4","0","1","0","0","0","0","0","","4","5","2","85","2","0","16","12"
"","472713","Aaron","Hickey","Brentford","DEF","2","33","5","0","0.2","","","3","0","0","1","0","17","0","5","0","0","0","0","2","14","","8","0","0","88","4","4","16","12"
"","221820","Lisandro","Martínez","Manchester United","DEF","3.5","32","7","0","8.6","","","2.3","0","0","0","1","14","1","4","0","0","1","0","2","18","","4","0","0","89","8","11","4","8"
"","225796","Reece","James","Chelsea","DEF","4","32","5","0","0.3","","","2.9","0","0","2","7","15","2","0","2","0","0","0","1","13","","9","7","2","87","4","4","6","5"
"","243505","Jakub","Moder","Brighton and Hove Albion","MID","1.5","32","0","0","0","","","1.7","0","0","3","2","21","0","2","0","0","0","0","0","0","","7","0","2","75","4","2","6","8"
"","466404","Andrew","Omobamidele","Nottingham Forest","DEF","1.5","32","4","0","0.1","","","2.3","0","1","1","0","12","0","2","0","0","1","0","1","18","","0","0","0","81","16","12","3","8"
"","531363","Nathan","Fraser","Wolverhampton Wanderers","STR","1.5","32","0","0","0.2","","","2.9","0","2","6","1","7","1","1","0","0","0","0","0","0","","0","0","1","80","2","2","5","5"
"","151589","Leander","Dendoncker","Aston Villa","MID","2","30","1","0","0.1","","","2.1","0","1","2","0","7","1","0","0","0","0","0","0","0","","1","0","0","88","4","2","2","3"
"","155405","Kalvin","Phillips","Manchester City","MID","2","30","0","0","0","","","1.6","0","1","3","0","19","0","3","1","0","0","0","0","0","","2","2","0","83","7","1","12","25"
"","168090","Mahmoud","Dahoud","Brighton and Hove Albion","MID","2","30","2","0","0","","","2.1","0","0","1","2","14","1","1","1","0","0","0","0","0","","3","3","0","87","4","2","2","8"
"","149519","Maxwel","Cornet","West Ham United","MID","2","29","0","0","0","","","1.8","0","1","1","2","4","1","0","0","0","0","0","0","0","","1","3","4","70","2","0","4","4"
"","478912","Carney","Chukwuemeka","Chelsea","MID","2","28","0","0","0.1","","","2.3","0","2","3","0","9","1","2","0","0","0","0","0","0","","2","0","0","77","0","1","2","3"
"","106611","Michael","Keane","Everton","DEF","1.5","27","2","0","0.6","","","2.3","0","1","4","0","13","0","3","0","0","1","0","1","16","","4","0","0","68","13","5","3","8"
"","466117","Naouirou","Ahamada","Crystal Palace","MID","1","27","0","0","0.3","","","1.2","0","0","2","0","17","0","2","1","0","0","0","0","0","","8","1","1","82","3","0","6","11"
"","503714","Lesley","Ugochukwu","Chelsea","MID","2","27","1","0","0","","","1.8","0","0","0","0","23","0","3","0","0","0","0","0","0","","4","1","0","69","3","4","2","8"
"","488404","Facundo","Pellistri","Manchester United","MID","1.5","27","1","0","0.1","","","1.9","0","0","3","0","12","1","0","0","0","0","0","0","0","","10","1","1","77","3","1","10","8"
"","432422","Sandro","Tonali","Newcastle United","MID","3","25","1","0","0.1","","","2.1","0","1","2","0","9","0","3","0","0","0","0","0","0","","3","4","1","82","4","2","7","18"
"","441302","Ian","Maatsen","Aston Villa","DEF","3","25","0","0","6.1","","","1.7","0","0","2","1","8","0","2","0","0","0","0","1","6","","1","3","0","65","5","0","3","9"
"","244619","Luke","Thomas","Leicester City","DEF","2","24","7","0","0","","","1.8","0","0","2","0","20","0","4","0","0","0","0","1","29","","6","4","0","73","11","7","13","10"
"","194010","Rico","Henry","Brentford","DEF","2.5","22","5","0","0.5","","","4.4","0","0","0","2","7","1","1","0","0","0","0","1","5","","7","2","2","83","5","3","6","4"
"","223911","Chris","Mepham","Bournemouth","DEF","2","22","1","0","0","","","1.7","0","0","1","1","15","1","2","0","0","0","0","1","22","","2","0","0","84","12","8","4","19"
"","491012","Youssef","Chermiti","Everton","STR","1.5","22","0","0","0.1","","","1.1","0","0","2","2","3","0","4","0","0","0","0","0","0","","3","0","7","47","1","1","4","15"
"","449988","Fábio","Silva","Wolverhampton Wanderers","STR","1.5","21","0","0","0.3","","","2.1","0","1","4","0","7","0","2","0","0","0","0","0","0","","3","0","8","67","3","0","6","12"
"","235674","Manor","Solomon","Tottenham Hotspur","MID","2.5","19","2","0","0","","","3.2","0","0","2","1","6","2","1","0","0","0","0","0","0","","13","1","1","91","4","0","1","2"
"","465527","Hannibal","Mejbri","Manchester United","MID","2","19","0","0","0","","","1.9","0","1","1","0","11","0","3","0","0","0","0","0","0","","4","0","1","74","2","1","12","12"
"","222627","João","Virgínia","Everton","GK","1.5","18","0","0","0","","","6","0","0","0","0","1","0","1","0","0","0","10","2","2","","0","0","0","52","0","0","1","0"
"","493125","Radu","Dragusin","Tottenham Hotspur","DEF","2.5","18","2","0","0.8","","","2","0","0","0","0","5","0","1","0","0","0","0","1","7","","1","0","1","83","8","4","4","6"
"","490094","Tim","Iroegbunam","Everton","MID","1.5","18","0","0","0.1","","","1.2","0","0","1","0","9","0","1","0","0","0","0","0","0","","4","0","0","84","5","1","6","12"
"","111782","Robin","Olsen","Aston Villa","GK","1.5","17","0","0","0.1","","","2.1","0","0","0","0","0","0","0","0","0","0","27","0","20","","0","0","0","81","0","0","2","0"
"","424044","Hamed","Traorè","Bournemouth","MID","1.5","16","0","0","0.1","","","2.7","0","1","4","0","2","0","0","0","0","0","0","0","0","","5","1","5","83","1","0","2","3"
"","169359","Matt","Targett","Newcastle United","DEF","1.5","14","1","0","0","","","2","0","0","0","1","2","0","1","0","0","0","0","1","4","","0","3","0","49","2","0","3","0"
"","208912","Joe","Worrall","Nottingham Forest","DEF","1.5","14","0","0","0.1","","","1.6","0","0","0","0","8","0","0","1","0","0","0","1","11","","0","0","0","72","3","4","2","4"
"","436234","Bryan","Gil","Tottenham Hotspur","MID","2","14","1","0","0","","","1.2","0","0","1","0","1","0","1","0","0","0","0","0","0","","8","2","1","86","4","0","4","4"
"","444180","Jaidon","Anthony","Bournemouth","MID","1.5","13","0","0","0.1","","","3.3","0","0","3","1","4","1","1","0","0","0","0","0","0","","3","2","2","73","1","0","3","4"
"","450542","Jesurun","Rak-Sakyi","Crystal Palace","MID","1.5","12","1","0","0.1","","","1.5","0","0","1","0","4","0","0","0","0","0","0","0","0","","6","0","1","76","3","0","7","3"
"","543158","Valentín","Barco","Brighton and Hove Albion","DEF","2","12","1","0","1.4","","","1.7","0","0","2","0","11","0","1","0","0","0","0","0","9","","6","5","0","73","4","0","7","7"
"","111452","Odysseas","Vlachodimos","Newcastle United","GK","1","12","0","0","0.9","","","1.7","0","0","0","0","0","0","0","0","0","0","11","1","16","","0","0","0","79","0","0","1","0"
"","183656","Josh","Dasilva","Brentford","MID","2","11","0","0","0","","","2.2","0","0","1","1","3","1","0","0","0","0","0","0","0","","4","1","0","82","0","0","3","3"
"","200785","Tyler","Adams","Bournemouth","MID","2","11","3","0","0","","","2.8","0","0","0","0","6","0","0","0","0","0","0","0","0","","2","0","0","86","5","1","4","0"
"","496208","Ben","Doak","Liverpool","MID","2","10","0","0","0","","","2","0","0","2","0","3","0","0","0","0","0","0","0","0","","8","0","1","84","1","0","4","8"
"","463981","James","Hill","Bournemouth","DEF","1","8","0","0","0.8","","","1.3","0","0","0","0","6","0","0","0","0","0","0","0","1","","0","0","0","56","4","3","1","1"
"","535928","Stefan","Bajcetic","Liverpool","MID","2","6","0","0","0.1","","","2","0","0","0","0","7","0","1","0","0","0","0","0","0","","1","0","0","79","1","1","3","3"
"","515024","Luke","Harris","Fulham","MID","1","5","0","0","0.2","","","2.5","0","0","1","1","1","0","0","0","0","0","0","0","0","","1","0","0","81","0","0","2","2"
"","440993","Iliman","Ndiaye","Everton","MID","2.5","4","0","0","0.1","","","2","0","0","0","0","3","0","0","0","0","0","0","0","0","","3","0","0","68","0","0","0","0"
"","532605","Andrey","Santos","Chelsea","MID","1.5","4","1","0","0","","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","90","1","0","3","1"
"","617054","Deivid","Washington","Chelsea","STR","2","4","0","0","0.1","","","1.3","0","0","1","0","1","0","0","0","0","0","0","0","0","","0","0","0","66","0","0","0","0"
"","40383","Fraser","Forster","Tottenham Hotspur","GK","1.5","3","0","0","0.1","","","3","0","0","0","0","0","0","0","0","0","0","3","0","1","","0","0","0","73","0","0","0","0"
"","200600","Daniel","Podence","Wolverhampton Wanderers","MID","2","3","0","0","0.1","","","1.5","0","0","0","0","1","0","1","0","0","0","0","0","0","","3","0","0","67","0","0","0","1"
"","209243","Jadon","Sancho","Manchester United","MID","3","3","0","0","1.2","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","3","0","1","83","1","0","2","0"
"","240299","Joe","Hodge","Wolverhampton Wanderers","MID","1.5","3","0","0","0","","","1.5","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","82","1","0","0","2"
"","451302","Altay","Bayindir","Manchester United","GK","1.5","3","0","0","0.1","","","3","0","0","0","0","0","0","0","0","0","0","5","0","2","","0","0","0","79","0","0","0","0"
"","184349","Ryan","Sessegnon","Fulham","MID","2","2","0","0","0.1","","","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","0","100","0","0","0","1"
"","243345","Lewis","O'Brien","Nottingham Forest","MID","1.5","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","80","0","0","0","0"
"","441271","Ki-Jana","Hoever","Wolverhampton Wanderers","DEF","1.5","1","1","0","0.1","","","0.5","0","0","0","0","3","0","1","0","0","0","0","0","6","","2","1","0","81","5","1","2","5"
"","444183","Gavin","Kilkenny","Bournemouth","MID","1","1","0","0","0.2","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","86","0","0","1","1"
"","461416","Thomas","Cannon","Leicester City","STR","1.5","1","0","0","0.1","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","461446","Tyler","Onyango","Everton","MID","1","1","0","0","0.2","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","523700","Daniel","Jebbison","Bournemouth","STR","1.5","1","0","0","0.1","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","33","0","0","0","0"
"","514356","Roméo","Lavia","Chelsea","MID","2.5","1","0","0","0.1","","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","81","0","0","1","1"
"","593001","Enso","González","Wolverhampton Wanderers","MID","1.5","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","100","0","0","1","0"
"","481624","Jaden","Philogene","Aston Villa","MID","2.5","1","0","0","0.1","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","75","0","0","0","0"
"","21205","Tom","Heaton","Manchester United","GK","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","58376","Alex","McCarthy","Southampton","GK","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","88900","Jack","Stephens","Southampton","DEF","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","89076","Remo","Freuler","Nottingham Forest","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","90105","Ryan","Fraser","Newcastle United","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","93100","Jannik","Vestergaard","Leicester City","DEF","2","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","94147","Conor","Coady","Leicester City","DEF","1.5","0","0","0","1.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","94926","Freddie","Ladapo","Ipswich Town","STR","1","0","0","0","1.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","95463","Danny","Ward","Leicester City","GK","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","462492","Joe","Gauci","Aston Villa","GK","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","111931","Ricardo","Pereira","Leicester City","DEF","2.5","0","0","0","0.5","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","122411","Cameron","Burgess","Ipswich Town","DEF","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","149484","Tyrone","Mings","Aston Villa","DEF","3","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","100","1","0","0","0"
"","154048","Stephy","Mavididi","Leicester City","MID","2.5","0","0","0","0.8","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","154936","Janoi","Donacien","Ipswich Town","DEF","1","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","209400","Daichi","Kamada","Crystal Palace","MID","2","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","155511","Adam","Armstrong","Southampton","STR","2.5","0","0","0","0.7","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","156074","Rob","Holding","Crystal Palace","DEF","1.5","0","1","0","0.3","","","0","0","0","0","0","1","0","1","0","0","0","0","0","3","","0","0","0","89","1","2","0","0"
"","157668","Harry","Winks","Leicester City","MID","2","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","167191","Marcus","Harness","Ipswich Town","MID","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","171771","Jan","Bednarek","Southampton","DEF","2","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","173818","Nathan","Broadhead","Ipswich Town","MID","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","180804","Axel","Tuanzebe","Ipswich Town","DEF","1.5","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","193204","Joe","Aribo","Southampton","MID","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","194190","Harry","Souttar","Leicester City","DEF","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","195546","Emiliano","Buendía","Aston Villa","MID","3","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","196411","Conor","Chaplin","Ipswich Town","STR","2.5","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","197469","Hamza","Choudhury","Leicester City","MID","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","203341","Wilfred","Ndidi","Leicester City","MID","2","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","214466","Will","Smallbone","Southampton","MID","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","214964","George","Edmundson","Ipswich Town","DEF","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","215413","Kiernan","Dewsbury-Hall","Chelsea","MID","3","0","0","0","1.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","218218","Wout","Faes","Leicester City","DEF","2.5","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","220583","Luke","Woolfenden","Ipswich Town","DEF","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","220627","James","Justin","Leicester City","DEF","2","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","222690","Tyrell","Malacia","Manchester United","DEF","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","466075","Riccardo","Calafiori","Arsenal","DEF","4","0","0","0","5.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","225902","Boubakary","Soumaré","Leicester City","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","230251","Emmanuel","Dennis","Nottingham Forest","STR","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","231899","Jack","Taylor","Ipswich Town","MID","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","232185","Ismaïla","Sarr","Crystal Palace","MID","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","245419","Patson","Daka","Leicester City","STR","2","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","245719","Taylor","Harwood-Bellis","Southampton","DEF","2.5","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","434044","Cieran","Slicker","Ipswich Town","GK","1","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","436680","Jakub","Stolarczyk","Leicester City","GK","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","441192","Jeremy","Sarmiento","Brighton and Hove Albion","MID","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","445122","Jurriën","Timber","Arsenal","DEF","3.5","0","0","0","4.3","","","0","0","0","0","0","2","0","2","0","0","0","0","0","0","","1","0","1","90","0","0","0","3"
"","450434","Deniz","Undav","Brighton and Hove Albion","STR","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","455084","Leif","Davis","Ipswich Town","DEF","2.5","0","0","0","1.6","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","456350","Gavin","Bazunu","Southampton","GK","2","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","462387","Ali","Al Hamadi","Ipswich Town","STR","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","158534","Kyle","Walker-Peters","Southampton","DEF","2.5","0","0","0","0.8","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","246265","Corrie","Ndaba","Ipswich Town","DEF","1","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","467189","Mads","Hermansen","Leicester City","GK","2","0","0","0","0.6","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","200428","Mateusz","Lis","Southampton","GK","1","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","477386","Armel","Bella-Kotchap","Southampton","DEF","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","483081","Rodrigo","Gomes","Wolverhampton Wanderers","MID","2","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","481510","Victor","Kristiansen","Leicester City","DEF","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","490503","Samuel","Edozie","Southampton","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","496661","Tyler","Dibling","Southampton","MID","1","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","499717","Jayden","Meghoma","Southampton","DEF","1","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","499724","Sam","Amo-Ameyaw","Southampton","STR","1","0","0","0","1.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","501770","Ben","Nelson","Leicester City","DEF","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","502697","Carlos","Alcaraz","Southampton","MID","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","503301","Omari","Hutchinson","Ipswich Town","MID","2.5","0","0","0","0.9","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","504783","Kamaldeen","Sulemana","Southampton","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","428971","Steven","Benda","Fulham","GK","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","515571","Juan","Larios","Southampton","DEF","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","517178","Elkan","Baggott","Ipswich Town","DEF","1","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","469247","Samuel","Iling-Junior","Aston Villa","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","551230","Renato","Veiga","Chelsea","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","554605","Dean","Huijsen","Bournemouth","DEF","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","547701","Archie","Gray","Tottenham Hotspur","MID","2","0","0","0","0.8","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","538292","Zak","Bradshaw","Ipswich Town","DEF","1","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","207270","Daniel","Iversen","Leicester City","GK","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","101668","Jamie","Vardy","Leicester City","STR","2.5","0","0","0","1.6","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","476888","Sékou","Mara","Southampton","STR","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","524180","Cameron","Humphreys","Ipswich Town","MID","1","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","108053","Conor","Townsend","Ipswich Town","DEF","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","550864","Leny","Yoro","Manchester United","DEF","3.5","0","0","0","1.8","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","570526","Lucas","Bergvall","Tottenham Hotspur","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","74944","Sam","Morsy","Ipswich Town","MID","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","204863","Ryan","Manning","Southampton","DEF","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","450070","Crysencio","Summerville","West Ham United","MID","3","0","0","0","0.6","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","167888","Joe","Lumley","Southampton","GK","1","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
